                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     69,                 0.8652,                0.64843,                 1.3596,                  0.856,                0.81959,                0.86181,                0.67499,                0.96318,                0.63632,                 1.3711,               0.007756,               0.007756,               0.007756
                     70,                0.86034,                0.63898,                 1.3583,                0.83854,                0.83447,                0.86285,                0.67931,                0.93073,                0.63056,                 1.3502,               0.007723,               0.007723,               0.007723
                     71,                0.84963,                0.62427,                  1.353,                0.82393,                0.84429,                0.86334,                0.67528,                0.94176,                0.62109,                 1.3428,                0.00769,                0.00769,                0.00769
                     72,                0.85694,                0.63664,                  1.351,                0.84939,                0.83691,                0.86481,                0.68036,                0.95449,                0.62841,                 1.3472,               0.007657,               0.007657,               0.007657
                     73,                0.84914,                0.61962,                 1.3454,                0.83928,                0.83561,                0.85792,                0.67526,                0.94274,                0.62124,                 1.3631,               0.007624,               0.007624,               0.007624
                     74,                0.84089,                 0.6115,                 1.3507,                0.84036,                0.84004,                0.85931,                0.67886,                0.94652,                0.65606,                 1.3477,               0.007591,               0.007591,               0.007591
                     75,                0.84474,                0.61518,                 1.3533,                  0.845,                0.82571,                0.86679,                0.68511,                 0.9559,                0.62009,                 1.3617,               0.007558,               0.007558,               0.007558
                     76,                0.84649,                0.61946,                 1.3456,                0.84772,                0.82899,                0.86332,                0.68152,                0.93272,                0.64719,                 1.3461,               0.007525,               0.007525,               0.007525
                     77,                0.83822,                0.60718,                 1.3428,                0.87066,                0.81894,                0.86812,                0.69232,                0.94564,                0.62478,                 1.3534,               0.007492,               0.007492,               0.007492
                     78,                0.83108,                0.60938,                 1.3449,                0.85308,                0.84158,                0.86821,                0.69532,                0.90815,                0.60833,                 1.3416,               0.007459,               0.007459,               0.007459
                     79,                0.81912,                0.59845,                 1.3318,                0.86901,                  0.815,                0.87166,                0.69108,                0.92332,                0.60688,                 1.3403,               0.007426,               0.007426,               0.007426
                     80,                0.82381,                0.58856,                 1.3411,                0.83527,                0.83894,                 0.8661,                0.68871,                0.94585,                0.61401,                 1.3603,               0.007393,               0.007393,               0.007393
                     81,                0.82541,                0.59477,                  1.343,                0.86564,                 0.8162,                0.86688,                 0.6884,                0.93467,                0.61566,                 1.3569,                0.00736,                0.00736,                0.00736
                     82,                0.81779,                0.60048,                 1.3315,                0.85389,                0.82563,                0.86312,                0.68969,                0.95548,                0.61561,                 1.3453,               0.007327,               0.007327,               0.007327
                     83,                0.81904,                0.61717,                 1.3351,                0.86701,                0.81979,                0.86679,                0.69484,                0.93009,                0.62174,                 1.3339,               0.007294,               0.007294,               0.007294
                     84,                0.80718,                0.58713,                 1.3322,                0.82648,                0.85867,                0.85815,                0.68319,                0.92774,                0.62162,                 1.3406,               0.007261,               0.007261,               0.007261
                     85,                0.79857,                0.57502,                 1.3168,                0.87177,                0.81511,                0.87093,                0.69139,                0.92961,                0.62754,                 1.3502,               0.007228,               0.007228,               0.007228
                     86,                0.82412,                0.58968,                 1.3386,                0.85843,                0.82737,                0.87457,                0.69851,                0.92887,                0.63556,                 1.3376,               0.007195,               0.007195,               0.007195
                     87,                0.79569,                0.56955,                 1.3196,                0.83816,                0.83908,                0.87257,                0.68869,                0.93539,                 0.6323,                 1.3429,               0.007162,               0.007162,               0.007162
                     88,                0.80603,                0.58798,                 1.3323,                0.86603,                0.82609,                0.87073,                0.69942,                0.91538,                0.59599,                 1.3199,               0.007129,               0.007129,               0.007129
                     89,                0.80838,                0.59097,                 1.3328,                0.86248,                0.82739,                0.87087,                0.69468,                0.92465,                0.62208,                 1.3508,               0.007096,               0.007096,               0.007096
                     90,                0.78123,                0.57298,                 1.3109,                0.86531,                0.82695,                0.86494,                0.69582,                0.90681,                0.60084,                 1.3294,               0.007063,               0.007063,               0.007063
                     91,                0.79211,                 0.5582,                 1.3218,                0.85977,                0.82862,                0.87002,                0.69222,                0.91703,                 0.6076,                 1.3219,                0.00703,                0.00703,                0.00703
                     92,                0.79345,                0.56221,                 1.3141,                0.84782,                0.85016,                0.87093,                0.69782,                0.90299,                0.57376,                 1.3115,               0.006997,               0.006997,               0.006997
                     93,                0.77815,                0.55962,                 1.3047,                0.86613,                0.82838,                0.86653,                0.69689,                0.93212,                0.58595,                 1.3454,               0.006964,               0.006964,               0.006964
                     94,                0.77841,                0.54922,                 1.3105,                0.84787,                0.84954,                0.87167,                0.69826,                0.94014,                0.60072,                 1.3339,               0.006931,               0.006931,               0.006931
                     95,                0.77928,                0.55756,                 1.3088,                0.87427,                0.82794,                0.87577,                0.70719,                0.91824,                0.58614,                 1.3207,               0.006898,               0.006898,               0.006898
                     96,                0.77186,                0.55061,                 1.3065,                0.85553,                0.84372,                0.87046,                0.69725,                0.91432,                0.58781,                 1.3355,               0.006865,               0.006865,               0.006865
                     97,                0.77603,                0.54677,                 1.3115,                 0.8679,                0.84399,                0.87299,                0.69855,                0.92148,                0.57629,                 1.3274,               0.006832,               0.006832,               0.006832
                     98,                 0.7787,                0.54787,                 1.3207,                0.86474,                0.84069,                0.88017,                0.70599,                0.91022,                0.58605,                 1.3204,               0.006799,               0.006799,               0.006799
                     99,                0.78395,                0.54885,                 1.3256,                0.85573,                 0.8434,                0.88076,                0.69884,                0.91505,                0.56181,                 1.3303,               0.006766,               0.006766,               0.006766
                    100,                0.76711,                0.54459,                 1.3106,                0.84969,                0.85258,                0.87544,                0.69838,                0.90087,                0.57524,                 1.3264,               0.006733,               0.006733,               0.006733
                    101,                0.76479,                0.53735,                 1.3032,                0.85633,                0.83763,                0.87024,                0.70002,                0.90412,                0.58357,                  1.319,                 0.0067,                 0.0067,                 0.0067
                    102,                0.76983,                0.55558,                 1.3098,                0.87044,                0.83046,                0.87069,                0.70496,                0.89371,                0.58752,                 1.2977,               0.006667,               0.006667,               0.006667
                    103,                0.76072,                0.53298,                 1.2962,                0.84893,                0.84714,                0.86997,                0.70059,                0.91072,                0.58051,                 1.3203,               0.006634,               0.006634,               0.006634
                    104,                0.75239,                0.52928,                 1.2985,                0.87528,                0.84807,                0.88336,                0.70904,                 0.8968,                0.56397,                 1.3068,               0.006601,               0.006601,               0.006601
                    105,                0.75564,                0.53926,                 1.2895,                0.86175,                0.84694,                0.87486,                 0.7033,                0.89792,                0.57682,                 1.3057,               0.006568,               0.006568,               0.006568
                    106,                0.74088,                0.53031,                 1.2963,                0.85391,                0.84234,                0.88001,                 0.7099,                0.90507,                0.58486,                 1.3167,               0.006535,               0.006535,               0.006535
                    107,                0.74158,                0.52513,                 1.2878,                0.87408,                0.83704,                0.88178,                0.70731,                0.88622,                0.56677,                  1.304,               0.006502,               0.006502,               0.006502
                    108,                0.73514,                0.51343,                 1.2875,                0.84843,                0.84414,                0.88131,                0.71328,                0.89598,                 0.5717,                  1.302,               0.006469,               0.006469,               0.006469
                    109,                0.74482,                0.52665,                 1.2937,                0.83783,                 0.8492,                0.87479,                0.70768,                0.89509,                0.58154,                 1.3037,               0.006436,               0.006436,               0.006436
                    110,                0.73085,                 0.5138,                  1.287,                0.85053,                0.85002,                0.87732,                0.70886,                  0.889,                0.59026,                 1.3137,               0.006403,               0.006403,               0.006403
                    111,                0.72929,                0.51757,                 1.2857,                0.87107,                0.82752,                0.87507,                0.71222,                0.89394,                0.58192,                 1.3125,                0.00637,                0.00637,                0.00637
                    112,                0.73284,                0.51672,                 1.2911,                0.85708,                0.84314,                0.87325,                0.70985,                0.91665,                0.56335,                  1.319,               0.006337,               0.006337,               0.006337
                    113,                 0.7293,                0.50165,                 1.2815,                0.86199,                0.82926,                 0.8758,                0.71386,                0.89008,                0.55826,                 1.3141,               0.006304,               0.006304,               0.006304
                    114,                0.71718,                0.50537,                 1.2813,                0.85163,                0.84647,                0.87721,                0.71096,                0.86982,                0.56454,                 1.2993,               0.006271,               0.006271,               0.006271
                    115,                0.71289,                0.51033,                 1.2717,                 0.8593,                0.84781,                0.88389,                0.71619,                0.87409,                0.55053,                 1.3021,               0.006238,               0.006238,               0.006238
                    116,                0.73005,                0.52034,                 1.2989,                0.88239,                 0.8386,                0.88451,                0.71508,                 0.8858,                0.56144,                 1.3065,               0.006205,               0.006205,               0.006205
                    117,                0.71785,                0.50733,                 1.2795,                0.88069,                0.83978,                0.88413,                0.71149,                 0.8943,                0.55943,                 1.3142,               0.006172,               0.006172,               0.006172
                    118,                0.71882,                0.50771,                 1.2878,                0.87142,                 0.8406,                0.87935,                0.70596,                0.90492,                  0.566,                 1.3125,               0.006139,               0.006139,               0.006139
                    119,                0.72908,                0.50302,                 1.2866,                0.85892,                0.84098,                0.87625,                0.70789,                 0.8917,                0.56294,                 1.3016,               0.006106,               0.006106,               0.006106
                    120,                0.71888,                0.49678,                  1.288,                0.87376,                0.84459,                0.87545,                0.71124,                 0.8851,                0.56021,                 1.2993,               0.006073,               0.006073,               0.006073
                    121,                 0.7049,                0.49951,                 1.2773,                0.87631,                0.84019,                0.87574,                0.70867,                0.89483,                 0.5695,                 1.3186,                0.00604,                0.00604,                0.00604
                    122,                0.71163,                0.50236,                 1.2874,                0.85497,                0.84419,                0.87266,                0.70937,                0.89352,                0.56909,                 1.3232,               0.006007,               0.006007,               0.006007
                    123,                0.70817,                0.48806,                 1.2835,                 0.8723,                0.84899,                0.87962,                0.71369,                0.87855,                0.57015,                 1.3075,               0.005974,               0.005974,               0.005974
                    124,                0.71642,                 0.5164,                 1.2837,                0.88207,                0.83561,                0.87914,                 0.7124,                0.87535,                0.56377,                 1.2983,               0.005941,               0.005941,               0.005941
                    125,                0.71012,                0.50037,                 1.2863,                0.85566,                0.84643,                0.87665,                0.71311,                 0.8676,                0.56165,                 1.3004,               0.005908,               0.005908,               0.005908
                    126,                 0.7056,                0.50527,                 1.2756,                0.87475,                0.83699,                0.87882,                0.71763,                0.86608,                0.56034,                 1.3047,               0.005875,               0.005875,               0.005875
                    127,                0.69819,                0.50184,                 1.2729,                0.86606,                0.83779,                0.87726,                0.71633,                0.87354,                0.54438,                 1.3134,               0.005842,               0.005842,               0.005842
                    128,                0.69041,                0.48583,                 1.2683,                0.87209,                0.83293,                0.87811,                0.71907,                0.86925,                0.55392,                 1.3079,               0.005809,               0.005809,               0.005809
                    129,                0.69442,                0.47874,                  1.278,                 0.8724,                0.83398,                 0.8782,                0.71911,                0.87892,                0.55418,                 1.3111,               0.005776,               0.005776,               0.005776
                    130,                0.68752,                0.48026,                 1.2679,                0.87211,                0.83948,                0.87755,                0.71965,                0.88786,                 0.5535,                 1.3067,               0.005743,               0.005743,               0.005743
                    131,                0.68261,                0.47446,                 1.2618,                0.86607,                0.84446,                 0.8752,                0.71974,                0.88631,                0.54192,                 1.3155,                0.00571,                0.00571,                0.00571
                    132,                0.68644,                 0.4823,                 1.2706,                0.86753,                0.84514,                0.87891,                0.71732,                0.87605,                0.55126,                 1.3104,               0.005677,               0.005677,               0.005677
                    133,                0.67802,                0.46861,                  1.256,                0.87711,                0.83012,                0.87988,                0.71903,                0.87152,                0.55761,                 1.2999,               0.005644,               0.005644,               0.005644
                    134,                0.68153,                0.47918,                 1.2676,                0.85895,                0.84703,                0.87722,                0.71803,                0.88681,                0.57137,                 1.2998,               0.005611,               0.005611,               0.005611
                    135,                0.66979,                0.46668,                 1.2598,                0.85483,                0.84457,                0.87471,                0.71565,                0.87422,                0.56986,                 1.3025,               0.005578,               0.005578,               0.005578
                    136,                0.70848,                0.49837,                 1.3015,                0.85966,                0.84333,                0.87499,                0.71689,                0.87662,                0.55601,                 1.3034,               0.005545,               0.005545,               0.005545
                    137,                0.66508,                0.46835,                 1.2663,                0.85621,                0.84488,                 0.8739,                0.71995,                0.87102,                0.56369,                 1.2982,               0.005512,               0.005512,               0.005512
                    138,                0.67011,                0.46202,                 1.2593,                0.86008,                0.84622,                0.87702,                0.71756,                0.86465,                 0.5684,                 1.2954,               0.005479,               0.005479,               0.005479
                    139,                 0.6663,                0.46305,                 1.2611,                0.86878,                0.84862,                0.88224,                0.72135,                 0.8611,                0.55904,                 1.2957,               0.005446,               0.005446,               0.005446
                    140,                0.68061,                 0.4743,                 1.2754,                0.86236,                0.84613,                0.87585,                 0.7191,                0.87579,                0.57393,                 1.3041,               0.005413,               0.005413,               0.005413
                    141,                 0.6682,                0.46052,                 1.2691,                0.84912,                0.85628,                0.87697,                0.71826,                0.86881,                0.56849,                  1.306,                0.00538,                0.00538,                0.00538
                    142,                0.65655,                0.46024,                 1.2486,                0.86714,                0.84096,                 0.8764,                0.72134,                0.86243,                0.55289,                 1.3056,               0.005347,               0.005347,               0.005347
                    143,                 0.6575,                0.45962,                 1.2612,                0.87098,                0.82906,                0.87487,                0.72039,                0.86297,                0.55662,                 1.3023,               0.005314,               0.005314,               0.005314
                    144,                0.65568,                0.45301,                 1.2559,                0.84991,                0.85919,                0.88216,                0.72283,                0.86738,                0.55131,                 1.3077,               0.005281,               0.005281,               0.005281
                    145,                0.65329,                0.44975,                 1.2501,                0.84756,                0.86252,                0.88055,                0.72111,                0.86804,                0.55503,                 1.3034,               0.005248,               0.005248,               0.005248
                    146,                0.65303,                0.45125,                 1.2548,                0.86856,                0.84774,                0.87835,                0.71894,                0.85956,                0.55545,                 1.2988,               0.005215,               0.005215,               0.005215
                    147,                0.65109,                0.44642,                 1.2528,                0.86306,                0.84568,                0.87881,                0.72101,                0.86928,                0.55872,                 1.3044,               0.005182,               0.005182,               0.005182
                    148,                0.65978,                0.46312,                 1.2655,                0.88583,                0.82884,                0.87797,                0.71981,                0.86884,                0.56254,                 1.3145,               0.005149,               0.005149,               0.005149
                    149,                0.63898,                0.43487,                 1.2376,                0.87155,                0.85676,                0.87845,                0.71928,                0.86568,                0.55371,                 1.3174,               0.005116,               0.005116,               0.005116
                    150,                0.64362,                0.44885,                  1.255,                0.86012,                0.84877,                 0.8778,                0.71877,                0.85115,                0.55532,                 1.3096,               0.005083,               0.005083,               0.005083
                    151,                0.63866,                0.45162,                 1.2472,                0.86513,                0.85296,                0.88022,                0.72219,                0.84313,                0.54717,                 1.3033,                0.00505,                0.00505,                0.00505
                    152,                0.64158,                0.44756,                 1.2428,                0.86839,                0.84217,                0.88273,                 0.7238,                0.84072,                0.55145,                 1.3013,               0.005017,               0.005017,               0.005017
                    153,                0.63606,                 0.4416,                 1.2489,                 0.8592,                0.85477,                 0.8827,                0.72453,                0.85693,                0.56528,                  1.309,               0.004984,               0.004984,               0.004984
                    154,                0.63993,                 0.4457,                  1.248,                0.85256,                0.85189,                 0.8789,                0.72141,                 0.8474,                0.55909,                 1.2983,               0.004951,               0.004951,               0.004951
                    155,                0.63755,                0.43109,                 1.2488,                 0.8709,                0.83534,                0.88107,                0.72244,                 0.8463,                0.55656,                 1.2975,               0.004918,               0.004918,               0.004918
                    156,                0.62131,                0.44276,                 1.2407,                0.86004,                0.84588,                0.88177,                0.72195,                 0.8487,                0.55715,                 1.2968,               0.004885,               0.004885,               0.004885
                    157,                0.63911,                0.44661,                 1.2479,                0.85494,                0.85067,                0.87874,                0.71993,                0.85437,                0.55878,                 1.3051,               0.004852,               0.004852,               0.004852
